"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","YourApprovalRate","Input.image_url","Input.caption1_text","Input.caption2_text","Input.caption3_text","Answer.funny","Answer.country","Answer.Random","Answer.IP address","Answer.caption","Answer.income","Answer.feedback","Answer.age","Answer.usa-state","Answer.education","Approve","Reject"
"1DM02QYGT1MRDUC9G4EAH6BFWR63G8","1KQU8U5SSXHZ17ZIHHVYERSX9000T8","Choose favorite cartoon caption","Please view a cartoon and choose the caption you think is the funniest.","new yorker, cartoon, caption","$0.05","Mon Dec 06 18:19:14 GMT 2010","25","","600","259200","Mon Dec 13 18:19:14 GMT 2010","9","","10I7079FGFQU9JD6ZUHC7XMGC1FEYV","A3TWEPBUVGNM3","Approved","Mon Dec 06 18:50:39 GMT 2010","Mon Dec 06 18:51:58 GMT 2010","Thu Dec 09 18:51:58 GMT 2010","Mon Dec 06 11:31:45 PST 2010","","","79","100% (18/18)","http://www.newyorker.com/images/2006/05/22/p323/060522_contest_p323.jpg","Can you please identify which hand was mistakenly amputated?","When did you first encounter my client's balloon?","Your Honor may I have permission not to approach the witness?","Yes, more than one.","US","3","117.198.53.219","caption3","$12,500 - $24,999","GREET","22","FL","High School Graduate"
"1DM02QYGT1MRDUC9G4EAH6BFWR63G8","1KQU8U5SSXHZ17ZIHHVYERSX9000T8","Choose favorite cartoon caption","Please view a cartoon and choose the caption you think is the funniest.","new yorker, cartoon, caption","$0.05","Mon Dec 06 18:19:14 GMT 2010","25","","600","259200","Mon Dec 13 18:19:14 GMT 2010","9","","10NJIFDS0UFV3RYUT00RTDWIIWKG1F","A2R3H70NTSNWQY","Approved","Mon Dec 06 18:44:26 GMT 2010","Mon Dec 06 18:44:59 GMT 2010","Thu Dec 09 18:44:59 GMT 2010","Mon Dec 06 11:31:44 PST 2010","","","33","100% (23/23)","http://www.newyorker.com/images/2006/05/22/p323/060522_contest_p323.jpg","Can you please identify which hand was mistakenly amputated?","When did you first encounter my client's balloon?","Your Honor may I have permission not to approach the witness?","Yes, more than one.","IN","4","117.193.226.159","caption2","$12,500 - $24,999","ya i like it very much.It's very easy to do and quite interesting also.thanks for creating such hits.","19","--","Some college, no degree"
"1DM02QYGT1MRDUC9G4EAH6BFWR63G8","1KQU8U5SSXHZ17ZIHHVYERSX9000T8","Choose favorite cartoon caption","Please view a cartoon and choose the caption you think is the funniest.","new yorker, cartoon, caption","$0.05","Mon Dec 06 18:19:14 GMT 2010","25","","600","259200","Mon Dec 13 18:19:14 GMT 2010","9","","10V991DL57OGQ000PUMRQGPWMXMZO8","A32QBXDPHHSTOD","Approved","Mon Dec 06 18:33:44 GMT 2010","Mon Dec 06 18:33:57 GMT 2010","Thu Dec 09 18:33:57 GMT 2010","2010/12/06 18:42:20 +0000","","","13","100% (50/50)","http://www.newyorker.com/images/2006/05/22/p323/060522_contest_p323.jpg","Can you please identify which hand was mistakenly amputated?","When did you first encounter my client's balloon?","Your Honor may I have permission not to approach the witness?","Yes, but only the one I selected.","US","2","67.174.20.127","caption1","$37,500 - $49,999","","24","IL","Associates degree"
"1DM02QYGT1MRDUC9G4EAH6BFWR63G8","1KQU8U5SSXHZ17ZIHHVYERSX9000T8","Choose favorite cartoon caption","Please view a cartoon and choose the caption you think is the funniest.","new yorker, cartoon, caption","$0.05","Mon Dec 06 18:19:14 GMT 2010","25","","600","259200","Mon Dec 13 18:19:14 GMT 2010","9","","11A8SVDH989IGDEYICUL6FBJ3J78KU","A1YNK31MX9W2VI","Approved","Mon Dec 06 18:44:12 GMT 2010","Mon Dec 06 18:44:42 GMT 2010","Thu Dec 09 18:44:42 GMT 2010","Mon Dec 06 11:31:44 PST 2010","","","30","100% (49/49)","http://www.newyorker.com/images/2006/05/22/p323/060522_contest_p323.jpg","Can you please identify which hand was mistakenly amputated?","When did you first encounter my client's balloon?","Your Honor may I have permission not to approach the witness?","No, none were funny.","IN","5","183.82.66.130","caption1","Less than $12,500","","26","WA","Associates degree"
"1DM02QYGT1MRDUC9G4EAH6BFWR63G8","1KQU8U5SSXHZ17ZIHHVYERSX9000T8","Choose favorite cartoon caption","Please view a cartoon and choose the caption you think is the funniest.","new yorker, cartoon, caption","$0.05","Mon Dec 06 18:19:14 GMT 2010","25","","600","259200","Mon Dec 13 18:19:14 GMT 2010","9","","14DRQOVQUHMWATRKM8E68KHB3NZV9V","AKWJ5294VIZRR","Approved","Mon Dec 06 18:56:00 GMT 2010","Mon Dec 06 18:56:41 GMT 2010","Thu Dec 09 18:56:41 GMT 2010","Mon Dec 06 11:31:56 PST 2010","","","41","100% (34/34)","http://www.newyorker.com/images/2006/05/22/p323/060522_contest_p323.jpg","Can you please identify which hand was mistakenly amputated?","When did you first encounter my client's balloon?","Your Honor may I have permission not to approach the witness?","Yes, but only the one I selected.","US","2","174.32.245.213","caption1","$37,500 - $49,999","Fun!","49","KY","Graduate degree (Masters, Doctorate, etc.)"
"1DM02QYGT1MRDUC9G4EAH6BFWR63G8","1KQU8U5SSXHZ17ZIHHVYERSX9000T8","Choose favorite cartoon caption","Please view a cartoon and choose the caption you think is the funniest.","new yorker, cartoon, caption","$0.05","Mon Dec 06 18:19:14 GMT 2010","25","","600","259200","Mon Dec 13 18:19:14 GMT 2010","9","","154NRNXW6YCTXXNPZ8VJD9KQQ7H359","A12IC1Z9LHGUFP","Approved","Mon Dec 06 18:23:19 GMT 2010","Mon Dec 06 18:23:41 GMT 2010","Thu Dec 09 18:23:41 GMT 2010","2010/12/06 18:25:33 +0000","","","22","100% (49/49)","http://www.newyorker.com/images/2006/05/22/p323/060522_contest_p323.jpg","Can you please identify which hand was mistakenly amputated?","When did you first encounter my client's balloon?","Your Honor may I have permission not to approach the witness?","Yes, but only the one I selected.","DE","2","84.188.202.95","caption1","$62,500 - $74,999","","32","--","Graduate degree (Masters, Doctorate, etc.)"
"1DM02QYGT1MRDUC9G4EAH6BFWR63G8","1KQU8U5SSXHZ17ZIHHVYERSX9000T8","Choose favorite cartoon caption","Please view a cartoon and choose the caption you think is the funniest.","new yorker, cartoon, caption","$0.05","Mon Dec 06 18:19:14 GMT 2010","25","","600","259200","Mon Dec 13 18:19:14 GMT 2010","9","","16QBEAHO36SRUXNOLOJTBH5F2KQWSH","A3199WELQDE4T9","Approved","Mon Dec 06 18:54:49 GMT 2010","Mon Dec 06 18:55:20 GMT 2010","Thu Dec 09 18:55:20 GMT 2010","Mon Dec 06 11:31:43 PST 2010","","","31","100% (45/45)","http://www.newyorker.com/images/2006/05/22/p323/060522_contest_p323.jpg","Can you please identify which hand was mistakenly amputated?","When did you first encounter my client's balloon?","Your Honor may I have permission not to approach the witness?","Yes, more than one.","IN","5","122.179.100.65","caption2","$12,500 - $24,999","","33","--","Graduate degree (Masters, Doctorate, etc.)"
"1DM02QYGT1MRDUC9G4EAH6BFWR63G8","1KQU8U5SSXHZ17ZIHHVYERSX9000T8","Choose favorite cartoon caption","Please view a cartoon and choose the caption you think is the funniest.","new yorker, cartoon, caption","$0.05","Mon Dec 06 18:19:14 GMT 2010","25","","600","259200","Mon Dec 13 18:19:14 GMT 2010","9","","1DLVYL79QX5BV3CJL06YWS1CMU569C","A315EGB383ZJNZ","Approved","Mon Dec 06 18:44:21 GMT 2010","Mon Dec 06 18:47:05 GMT 2010","Thu Dec 09 18:47:05 GMT 2010","Mon Dec 06 11:31:43 PST 2010","","","164","100% (6/6)","http://www.newyorker.com/images/2006/05/22/p323/060522_contest_p323.jpg","Can you please identify which hand was mistakenly amputated?","When did you first encounter my client's balloon?","Your Honor may I have permission not to approach the witness?","Yes, but only the one I selected.","IN","4","117.201.22.103","caption2","Less than $12,500","","26","--","Bachelors degree"
"1DM02QYGT1MRDUC9G4EAH6BFWR63G8","1KQU8U5SSXHZ17ZIHHVYERSX9000T8","Choose favorite cartoon caption","Please view a cartoon and choose the caption you think is the funniest.","new yorker, cartoon, caption","$0.05","Mon Dec 06 18:19:14 GMT 2010","25","","600","259200","Mon Dec 13 18:19:14 GMT 2010","9","","1E1FJTU7SB1BGK9XQ685L8J4IQJVZ6","A2HM35CWB7IIFM","Approved","Mon Dec 06 18:31:18 GMT 2010","Mon Dec 06 18:32:29 GMT 2010","Thu Dec 09 18:32:29 GMT 2010","2010/12/06 18:42:25 +0000","","","71","100% (24/24)","http://www.newyorker.com/images/2006/05/22/p323/060522_contest_p323.jpg","Can you please identify which hand was mistakenly amputated?","When did you first encounter my client's balloon?","Your Honor may I have permission not to approach the witness?","Yes, more than one.","US","2","71.29.225.231","caption3","$62,500 - $74,999","fun","51","TX","Bachelors degree"
"1DM02QYGT1MRDUC9G4EAH6BFWR63G8","1KQU8U5SSXHZ17ZIHHVYERSX9000T8","Choose favorite cartoon caption","Please view a cartoon and choose the caption you think is the funniest.","new yorker, cartoon, caption","$0.05","Mon Dec 06 18:19:14 GMT 2010","25","","600","259200","Mon Dec 13 18:19:14 GMT 2010","9","","1IPML4SIKD0L3QFT3UVE1STVLL0UJY","A2ZD4F24X283AG","Approved","Mon Dec 06 18:49:51 GMT 2010","Mon Dec 06 18:50:24 GMT 2010","Thu Dec 09 18:50:24 GMT 2010","Mon Dec 06 11:31:58 PST 2010","","","33","100% (28/28)","http://www.newyorker.com/images/2006/05/22/p323/060522_contest_p323.jpg","Can you please identify which hand was mistakenly amputated?","When did you first encounter my client's balloon?","Your Honor may I have permission not to approach the witness?","Yes, more than one.","IN","3","117.198.53.219","caption2","Less than $12,500","good","22","--","Bachelors degree"
