"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","YourApprovalRate","Input.image_url","Input.caption1_text","Input.caption2_text","Input.caption3_text","Answer.funny","Answer.country","Answer.IP address","Answer.caption","Answer.feedback","Answer.usa-state","Answer.education","Approve","Reject"
"1Y4VRWMRUE1BHYT9G80KWW61HBC685","1KQU8U5SSXHZ17ZIHHVYERSX9000T8","Choose favorite cartoon caption","Please view a cartoon and choose the caption you think is the funniest.","new yorker, cartoon, caption","$0.05","Thu Dec 02 22:34:34 GMT 2010","25","","600","259200","Thu Dec 09 22:34:34 GMT 2010","3","","10WJDOCQHPFWCBA3VJK1ZJFD927TG6","A27D3956262F85","Approved","Thu Dec 02 23:34:35 GMT 2010","Thu Dec 02 23:36:37 GMT 2010","Sun Dec 05 23:36:37 GMT 2010","2010/12/02 23:40:15 +0000","","","122","100% (14/14)","http://www.newyorker.com/images/2005/04/25/p323/050425_contest_p323.jpg","More important however is what I learned about myself.","First you must gain their trust.","Well it was just easier than making a thousand tiny lab coats.","Yes, more than one.","US","173.50.229.185","caption2","","OR","Some college, no degree"
"1Y4VRWMRUE1BHYT9G80KWW61HBC685","1KQU8U5SSXHZ17ZIHHVYERSX9000T8","Choose favorite cartoon caption","Please view a cartoon and choose the caption you think is the funniest.","new yorker, cartoon, caption","$0.05","Thu Dec 02 22:34:34 GMT 2010","25","","600","259200","Thu Dec 09 22:34:34 GMT 2010","3","","11B8FP1XASHW76BRLPH5KWPXELYZB8","A19OCN9KO1NWNL","Approved","Thu Dec 02 23:02:55 GMT 2010","Thu Dec 02 23:03:43 GMT 2010","Sun Dec 05 23:03:43 GMT 2010","2010/12/02 23:06:00 +0000","","","48","100% (55/55)","http://www.newyorker.com/images/2005/04/25/p323/050425_contest_p323.jpg","More important however is what I learned about myself.","First you must gain their trust.","Well it was just easier than making a thousand tiny lab coats.","Yes, more than one.","IN","121.247.68.245","caption3","","--","Some college, no degree"
"1Y4VRWMRUE1BHYT9G80KWW61HBC685","1KQU8U5SSXHZ17ZIHHVYERSX9000T8","Choose favorite cartoon caption","Please view a cartoon and choose the caption you think is the funniest.","new yorker, cartoon, caption","$0.05","Thu Dec 02 22:34:34 GMT 2010","25","","600","259200","Thu Dec 09 22:34:34 GMT 2010","3","","11DF01Q2Y9RRYG3T6F7RH76NOX2LUX","A19BDVIRTDE5RQ","Approved","Thu Dec 02 23:58:03 GMT 2010","Thu Dec 02 23:58:42 GMT 2010","Sun Dec 05 23:58:42 GMT 2010","2010/12/03 00:02:25 +0000","","","39","100% (50/50)","http://www.newyorker.com/images/2005/04/25/p323/050425_contest_p323.jpg","More important however is what I learned about myself.","First you must gain their trust.","Well it was just easier than making a thousand tiny lab coats.","Yes, but only the one I selected.","US","96.42.38.191","caption2","","IL","Bachelors degree"
"1Y4VRWMRUE1BHYT9G80KWW61HBC685","1KQU8U5SSXHZ17ZIHHVYERSX9000T8","Choose favorite cartoon caption","Please view a cartoon and choose the caption you think is the funniest.","new yorker, cartoon, caption","$0.05","Thu Dec 02 22:34:34 GMT 2010","25","","600","259200","Thu Dec 09 22:34:34 GMT 2010","3","","12CM37087B4R0DOU8549FGI6B71W1U","A2MPW5P3ERJCN0","Approved","Thu Dec 02 22:46:44 GMT 2010","Thu Dec 02 22:47:37 GMT 2010","Sun Dec 05 22:47:37 GMT 2010","2010/12/02 22:54:22 +0000","","","53","100% (31/31)","http://www.newyorker.com/images/2005/04/25/p323/050425_contest_p323.jpg","More important however is what I learned about myself.","First you must gain their trust.","Well it was just easier than making a thousand tiny lab coats.","Yes, more than one.","US","98.109.115.240","caption1","","NJ","Bachelors degree"
"1Y4VRWMRUE1BHYT9G80KWW61HBC685","1KQU8U5SSXHZ17ZIHHVYERSX9000T8","Choose favorite cartoon caption","Please view a cartoon and choose the caption you think is the funniest.","new yorker, cartoon, caption","$0.05","Thu Dec 02 22:34:34 GMT 2010","25","","600","259200","Thu Dec 09 22:34:34 GMT 2010","3","","12O15QBMFKO0YO9VN8H6D051J8W0K9","AFPRSB0HCYJPR","Approved","Fri Dec 03 00:27:51 GMT 2010","Fri Dec 03 00:29:09 GMT 2010","Sun Dec 05 16:29:09 PST 2010","Thu Dec 02 16:34:06 PST 2010","","","78","100% (9/9)","http://www.newyorker.com/images/2005/04/25/p323/050425_contest_p323.jpg","More important however is what I learned about myself.","First you must gain their trust.","Well it was just easier than making a thousand tiny lab coats.","No, none were funny.","US","72.88.35.64","caption2","","NY","Associates degree"
"1Y4VRWMRUE1BHYT9G80KWW61HBC685","1KQU8U5SSXHZ17ZIHHVYERSX9000T8","Choose favorite cartoon caption","Please view a cartoon and choose the caption you think is the funniest.","new yorker, cartoon, caption","$0.05","Thu Dec 02 22:34:34 GMT 2010","25","","600","259200","Thu Dec 09 22:34:34 GMT 2010","3","","13QMXDYDMI9P6OEXEYS1PONSMTWRNZ","ASROKOUESZPKL","Approved","Thu Dec 02 23:35:56 GMT 2010","Thu Dec 02 23:36:53 GMT 2010","Sun Dec 05 23:36:53 GMT 2010","2010/12/02 23:40:17 +0000","","","57","100% (47/47)","http://www.newyorker.com/images/2005/04/25/p323/050425_contest_p323.jpg","More important however is what I learned about myself.","First you must gain their trust.","Well it was just easier than making a thousand tiny lab coats.","Yes, more than one.","US","68.206.108.2","caption1","","TX","Associates degree"
"1Y4VRWMRUE1BHYT9G80KWW61HBC685","1KQU8U5SSXHZ17ZIHHVYERSX9000T8","Choose favorite cartoon caption","Please view a cartoon and choose the caption you think is the funniest.","new yorker, cartoon, caption","$0.05","Thu Dec 02 22:34:34 GMT 2010","25","","600","259200","Thu Dec 09 22:34:34 GMT 2010","3","","13QMXDYDMI9P6OEXEYS1PONSMTZRN2","A2VBZU8OEEE68H","Approved","Fri Dec 03 00:09:47 GMT 2010","Fri Dec 03 00:10:19 GMT 2010","Mon Dec 06 00:10:19 GMT 2010","2010/12/03 00:25:34 +0000","","","32","100% (50/50)","http://www.newyorker.com/images/2005/04/25/p323/050425_contest_p323.jpg","More important however is what I learned about myself.","First you must gain their trust.","Well it was just easier than making a thousand tiny lab coats.","Yes, more than one.","US","65.188.38.19","caption2","","SC","Some college, no degree"
"1Y4VRWMRUE1BHYT9G80KWW61HBC685","1KQU8U5SSXHZ17ZIHHVYERSX9000T8","Choose favorite cartoon caption","Please view a cartoon and choose the caption you think is the funniest.","new yorker, cartoon, caption","$0.05","Thu Dec 02 22:34:34 GMT 2010","25","","600","259200","Thu Dec 09 22:34:34 GMT 2010","3","","13YY3XZJSHHCM7QI6A7ICIJR4TLZ46","A3GYQRK5FG98FT","Approved","Thu Dec 02 23:47:53 GMT 2010","Thu Dec 02 23:48:12 GMT 2010","Sun Dec 05 23:48:12 GMT 2010","2010/12/02 23:53:17 +0000","","","19","100% (50/50)","http://www.newyorker.com/images/2005/04/25/p323/050425_contest_p323.jpg","More important however is what I learned about myself.","First you must gain their trust.","Well it was just easier than making a thousand tiny lab coats.","Yes, but only the one I selected.","US","70.111.187.207","caption1","good","NJ","High School Graduate"
"1Y4VRWMRUE1BHYT9G80KWW61HBC685","1KQU8U5SSXHZ17ZIHHVYERSX9000T8","Choose favorite cartoon caption","Please view a cartoon and choose the caption you think is the funniest.","new yorker, cartoon, caption","$0.05","Thu Dec 02 22:34:34 GMT 2010","25","","600","259200","Thu Dec 09 22:34:34 GMT 2010","3","","17J2ETOTAD2WFG8S6VZPFY38MKA3K1","A2UMUQCXHEM0HH","Approved","Thu Dec 02 23:19:13 GMT 2010","Thu Dec 02 23:19:34 GMT 2010","Sun Dec 05 23:19:34 GMT 2010","2010/12/02 23:22:18 +0000","","","21","100% (50/50)","http://www.newyorker.com/images/2005/04/25/p323/050425_contest_p323.jpg","More important however is what I learned about myself.","First you must gain their trust.","Well it was just easier than making a thousand tiny lab coats.","Yes, more than one.","IN","117.201.17.96","caption2","","--","Some college, no degree"
"1Y4VRWMRUE1BHYT9G80KWW61HBC685","1KQU8U5SSXHZ17ZIHHVYERSX9000T8","Choose favorite cartoon caption","Please view a cartoon and choose the caption you think is the funniest.","new yorker, cartoon, caption","$0.05","Thu Dec 02 22:34:34 GMT 2010","25","","600","259200","Thu Dec 09 22:34:34 GMT 2010","3","","18L3NILW0IBNAG29V9IS39X39RJ3WX","A1PD6JGBEGNHE6","Approved","Thu Dec 02 23:20:13 GMT 2010","Thu Dec 02 23:20:25 GMT 2010","Sun Dec 05 23:20:25 GMT 2010","2010/12/02 23:22:17 +0000","","","12","100% (56/56)","http://www.newyorker.com/images/2005/04/25/p323/050425_contest_p323.jpg","More important however is what I learned about myself.","First you must gain their trust.","Well it was just easier than making a thousand tiny lab coats.","Yes, but only the one I selected.","US","99.191.201.192","caption3","","OH","Graduate degree (Masters, Doctorate, etc.)"
