"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","YourApprovalRate","Answer.answer","Approve","Reject"
"1UZDW370JW9XWSSMB0XOK4QWE0KHRX","1QVHODYPHB38L8YKXDG5QXPTIPULME","Choose favorite cartoon caption","Given a New Yorker cartoon and a few candidate captions, choose your favorite.","cartoon, caption, kristal curtis, new yorker","$0.05","Tue Oct 12 20:46:39 GMT 2010","102","","600","604800","Mon Oct 25 16:19:57 GMT 2010","1","","109MIKKPB5YXG5OSGLD0BBMJF4905X","A13ZLTV0I0UG4D","Approved","Thu Oct 14 09:10:31 GMT 2010","Thu Oct 14 09:11:51 GMT 2010","Thu Oct 21 09:11:51 GMT 2010","2010/10/14 18:35:44 +0000","","","80","","""Hey, at least it swims like a duck.""|"
"1UZDW370JW9XWSSMB0XOK4QWE0KHRX","1QVHODYPHB38L8YKXDG5QXPTIPULME","Choose favorite cartoon caption","Given a New Yorker cartoon and a few candidate captions, choose your favorite.","cartoon, caption, kristal curtis, new yorker","$0.05","Tue Oct 12 20:46:39 GMT 2010","102","","600","604800","Mon Oct 25 16:19:57 GMT 2010","1","","10AHZDIYDR2BLZIAUIRJVPSIOZ24A9","AAKFUMPLS0U6N","Approved","Fri Oct 15 16:03:35 GMT 2010","Fri Oct 15 16:03:50 GMT 2010","Fri Oct 22 16:03:50 GMT 2010","2010/10/16 00:55:23 +0000","","","15","","""Hey, at least it swims like a duck.""|"
"1UZDW370JW9XWSSMB0XOK4QWE0KHRX","1QVHODYPHB38L8YKXDG5QXPTIPULME","Choose favorite cartoon caption","Given a New Yorker cartoon and a few candidate captions, choose your favorite.","cartoon, caption, kristal curtis, new yorker","$0.05","Tue Oct 12 20:46:39 GMT 2010","102","","600","604800","Mon Oct 25 16:19:57 GMT 2010","1","","118N3CLIX0D72BBCK7TKNB9MZDMBXM","A3M58JENI5651B","Approved","Sat Oct 16 04:01:04 GMT 2010","Sat Oct 16 04:02:13 GMT 2010","Sat Oct 23 04:02:13 GMT 2010","2010/10/16 14:52:12 +0000","","","69","","""Hey, at least it swims like a duck.""|"
"1UZDW370JW9XWSSMB0XOK4QWE0KHRX","1QVHODYPHB38L8YKXDG5QXPTIPULME","Choose favorite cartoon caption","Given a New Yorker cartoon and a few candidate captions, choose your favorite.","cartoon, caption, kristal curtis, new yorker","$0.05","Tue Oct 12 20:46:39 GMT 2010","102","","600","604800","Mon Oct 25 16:19:57 GMT 2010","1","","11DF01Q2Y9RRYG3T6F7RH76NHGDLU3","ATPWGCDE860CD","Approved","Wed Oct 13 12:01:29 GMT 2010","Wed Oct 13 12:02:33 GMT 2010","Wed Oct 20 12:02:33 GMT 2010","2010/10/13 16:05:37 +0000","","","64","","We knew that using the sperm bank might be a gamble.|"
"1UZDW370JW9XWSSMB0XOK4QWE0KHRX","1QVHODYPHB38L8YKXDG5QXPTIPULME","Choose favorite cartoon caption","Given a New Yorker cartoon and a few candidate captions, choose your favorite.","cartoon, caption, kristal curtis, new yorker","$0.05","Tue Oct 12 20:46:39 GMT 2010","102","","600","604800","Mon Oct 25 16:19:57 GMT 2010","1","","11QNTA42UYMA278OQV8Y22GTBF58DE","A8DZPG6LG0M3J","Approved","Wed Oct 13 01:43:21 GMT 2010","Wed Oct 13 01:44:23 GMT 2010","Wed Oct 20 01:44:23 GMT 2010","2010/10/13 16:05:36 +0000","","","62","","""Just wait until you see his wingtips""|None of the captions were very funny."
"1UZDW370JW9XWSSMB0XOK4QWE0KHRX","1QVHODYPHB38L8YKXDG5QXPTIPULME","Choose favorite cartoon caption","Given a New Yorker cartoon and a few candidate captions, choose your favorite.","cartoon, caption, kristal curtis, new yorker","$0.05","Tue Oct 12 20:46:39 GMT 2010","102","","600","604800","Mon Oct 25 16:19:57 GMT 2010","1","","120S58YVVQC5IHPH74UMNAPQQTF2SD","A1YNH8O2AHK9MI","Approved","Sat Oct 16 05:02:52 GMT 2010","Sat Oct 16 05:03:07 GMT 2010","Sat Oct 23 05:03:07 GMT 2010","2010/10/16 14:52:13 +0000","","","15","","We knew that using the sperm bank might be a gamble.|"
"1UZDW370JW9XWSSMB0XOK4QWE0KHRX","1QVHODYPHB38L8YKXDG5QXPTIPULME","Choose favorite cartoon caption","Given a New Yorker cartoon and a few candidate captions, choose your favorite.","cartoon, caption, kristal curtis, new yorker","$0.05","Tue Oct 12 20:46:39 GMT 2010","102","","600","604800","Mon Oct 25 16:19:57 GMT 2010","1","","12C91KAKZDI9BD8F7QDOUQ5EI6U8WS","A3L0812AJIU478","Approved","Sat Oct 16 13:37:17 GMT 2010","Sat Oct 16 13:38:23 GMT 2010","Sat Oct 23 13:38:23 GMT 2010","2010/10/16 14:52:11 +0000","","","66","","We knew that using the sperm bank might be a gamble.|"
"1UZDW370JW9XWSSMB0XOK4QWE0KHRX","1QVHODYPHB38L8YKXDG5QXPTIPULME","Choose favorite cartoon caption","Given a New Yorker cartoon and a few candidate captions, choose your favorite.","cartoon, caption, kristal curtis, new yorker","$0.05","Tue Oct 12 20:46:39 GMT 2010","102","","600","604800","Mon Oct 25 16:19:57 GMT 2010","1","","12EE9041TYMX6QUU6ZU8ZWWX4PVO7P","A3DMJ3PCVHCOGU","Approved","Mon Oct 18 01:02:02 GMT 2010","Mon Oct 18 01:02:14 GMT 2010","Mon Oct 25 01:02:14 GMT 2010","2010/10/18 16:20:36 +0000","","","12","","""We knew that using the sperm bank might be a gamble.""
|"
"1UZDW370JW9XWSSMB0XOK4QWE0KHRX","1QVHODYPHB38L8YKXDG5QXPTIPULME","Choose favorite cartoon caption","Given a New Yorker cartoon and a few candidate captions, choose your favorite.","cartoon, caption, kristal curtis, new yorker","$0.05","Tue Oct 12 20:46:39 GMT 2010","102","","600","604800","Mon Oct 25 16:19:57 GMT 2010","1","","12KZ5YZH1I54RGCTVHEI21NSU14Q8P","A1PZ0N11R1IJEE","Approved","Fri Oct 15 04:39:53 GMT 2010","Fri Oct 15 04:40:20 GMT 2010","Fri Oct 22 04:40:20 GMT 2010","2010/10/16 00:55:22 +0000","","","27","","""Hey, at least it swims like a duck.""
Submitted by Jon Greene
Great Barrington, Mass.|"
"1UZDW370JW9XWSSMB0XOK4QWE0KHRX","1QVHODYPHB38L8YKXDG5QXPTIPULME","Choose favorite cartoon caption","Given a New Yorker cartoon and a few candidate captions, choose your favorite.","cartoon, caption, kristal curtis, new yorker","$0.05","Tue Oct 12 20:46:39 GMT 2010","102","","600","604800","Mon Oct 25 16:19:57 GMT 2010","1","","12N76HMRN9LV08W80N8AVQ4CVYF4UY","A135JN2VX8HS1C","Approved","Thu Oct 14 16:46:37 GMT 2010","Thu Oct 14 16:49:21 GMT 2010","Thu Oct 21 16:49:21 GMT 2010","2010/10/14 18:35:44 +0000","","","164","","""Just wait until you see his wingtips.""
|"
